Date,Product,Weight,Time
14.06.2018,Fat,25,13.20
14.06.2018,Cookie,24,13.20
14.06.2018,Water,300,15.00
14.06.2018,Water,300,16.00
14.06.2018,Gym,1,16.00
14.06.2018,Meat with vegetables,300,17.00
14.06.2018,Fruit tea,250,17.00
14.06.2018,Chocolate/candy,25,17.35
14.06.2018,Water,300,17.40
14.06.2018,Water,300,18.35
14.06.2018,Marshmallow,43,19.10
14.06.2018,Mineral water (Esentuki 4),250,19.10
14.06.2018,Water,300,20.35
14.06.2018,Cherries,549,20.35
14.06.2018,Cookie,15,20.35
14.06.2018,Walnuts,53,22.15
14.06.2018,Bread,25,22.15
14.06.2018,Cookie,30,22.15
14.06.2018,Water,250,22.20
15.06.2018,Brownie,62,0.20
15.06.2018,Curd,130,0.20
15.06.2018,Water,300,7.20
15.06.2018,Water,300,9.40
15.06.2018,Oatmeal,220,11.00
15.06.2018,Black tea,300,11.00
15.06.2018,Cookie,20,11.00
15.06.2018,Water,300,14.20
15.06.2018,Chocolate/candy,25,14.40
15.06.2018,Eggplant with cheese,108,15.00
15.06.2018,Bread,33,15.00
15.06.2018,Water,300,15.10
15.06.2018,Halva,39,15.15
15.06.2018,Apple,202,15.20
15.06.2018,Water,300,16.40
15.06.2018,Latte,300,17.10
15.06.2018,Cookie,40,17.10
15.06.2018,Cheese,20,17.10
15.06.2018,Water,300,18.45
15.06.2018,Dried apricots,30,19.00
15.06.2018,Mineral water (Esentuki 4),250,19.50
15.06.2018,Pilaf without meat,150,21.00
15.06.2018,Vegetable salad,100,21.00
15.06.2018,Bread,90,21.00
15.06.2018,Sausage,30,21.30
15.06.2018,Cheese,40,21.30
15.06.2018,Red wine,375,22.00
15.06.2018,Water,250,22.45
16.06.2018,Water,300,6.30
16.06.2018,Water,300,7.30
16.06.2018,Water,300,10.40
16.06.2018,Scrambled eggs,182,11.50
16.06.2018,Bread,30,11.50
16.06.2018,Black tea,250,11.50
16.06.2018,Halva,50,11.50
16.06.2018,Cherries,95,12.40
16.06.2018,Water,200,14.00
16.06.2018,Water,200,16.00
16.06.2018,Manti,60,17.50
16.06.2018,Cheburek,80,17.50
16.06.2018,Latte,300,17.50
16.06.2018,Vegetable salad,150,17.50
16.06.2018,Water,300,20.25
16.06.2018,Cherries,28,21.00
16.06.2018,Sausage,90,22.00
16.06.2018,Cheese,40,22.00
16.06.2018,Bread,54,22.00
16.06.2018,Cookie,40,23.00
16.06.2018,Water,300,23.00
16.06.2018,Red wine,375,23.00
17.06.2018,Water,300,9.00
17.06.2018,Water,300,10.40
17.06.2018,Pizza,234,12.10
17.06.2018,Cookie,54,12.10
17.06.2018,Orange juice,200,12.10
17.06.2018,Black tea,250,12.10
17.06.2018,Mineral water (Esentuki 4),250,14.05
17.06.2018,Water,250,15.00
17.06.2018,Water,250,16.30
17.06.2018,Gym,1,16.30
17.06.2018,Water,300,17.10
17.06.2018,Pizza,123,17.20
17.06.2018,Chocolate/candy,25,17.20
17.06.2018,Pilaf without meat,140,18.10
17.06.2018,Bread,58,18.10
17.06.2018,Water,300,19.00
17.06.2018,Apple,231,19.40
17.06.2018,Water,250,19.40
17.06.2018,Cookie,30,21.10
17.06.2018,Pumpkin seeds,20,21.10
17.06.2018,Water,250,21.10
17.06.2018,Marshmallow,20,21.10
17.06.2018,Bread,30,22.35
18.06.2018,Water,300,7.55
18.06.2018,Water,300,9.15
18.06.2018,Oatmeal,201,11.00
18.06.2018,Fruit tea,250,11.00
18.06.2018,Cookie,26,11.00
18.06.2018,Water,300,14.20
18.06.2018,Cookie,12,14.40
18.06.2018,Cherries,184,14.50
18.06.2018,Water,300,15.30
18.06.2018,Fried vegetables,231,18.10
18.06.2018,Fruit tea,250,18.10
18.06.2018,Brownie,46,18.10
18.06.2018,Cookie,8,18.10
18.06.2018,Apple,188,19.00
18.06.2018,Water,300,19.10
18.06.2018,Chocolate/candy,10,19.50
18.06.2018,Water,300,19.50
18.06.2018,Water,300,21.15
18.06.2018,Bread,31,21.30
18.06.2018,Sausage,82,21.30
18.06.2018,Apricots / peaches / nectarines,74,21.30
18.06.2018,Patty with cheese,58,21.30
18.06.2018,Water,300,22.10
18.06.2018,Dried apricots,30,22.10
18.06.2018,Pumpkin seeds,20,23.00
18.06.2018,Fried vegetables,56,23.59
18.06.2018,Patty with cheese,26,23.59
18.06.2018,Curd,103,23.59
19.06.2018,Water,300,8.40
19.06.2018,Water,300,9.25
19.06.2018,Oatmeal,206,10.45
19.06.2018,Fruit tea,300,10.45
19.06.2018,Cookie,15,10.45
19.06.2018,Mineral water (Esentuki 4),250,12.15
19.06.2018,Peanuts / Almond Nuts,15,13.15
19.06.2018,Water,250,13.15
19.06.2018,Water,200,14.30
19.06.2018,Water,250,15.20
19.06.2018,Gym,1,15.20
19.06.2018,Banana,86,16.10
19.06.2018,Water,300,16.10
19.06.2018,Nuts,10,16.10
19.06.2018,Water,300,17.00
19.06.2018,Chocolate/candy,10,17.00
19.06.2018,Dumplings with potatoes,212,17.35
19.06.2018,Vegetable salad,68,17.35
19.06.2018,Water,300,18.00
19.06.2018,Apple,191,18.45
19.06.2018,Water,250,18.50
19.06.2018,Cookie,15,19.40
19.06.2018,Water,250,20.35
19.06.2018,Pumpkin seeds,20,22.20
19.06.2018,Dried apricots,21,22.20
20.06.2018,Water,300,8.05
20.06.2018,Water,300,9.40
20.06.2018,Scrambled eggs,150,10.50
20.06.2018,Fruit tea,250,10.50
20.06.2018,Cookie,30,10.50
20.06.2018,Water,300,15.00
20.06.2018,Chicken wings,81,15.40
20.06.2018,Fried potato,100,15.40
20.06.2018,Latte,400,15.40
20.06.2018,Bun,100,15.40
20.06.2018,Ice cream,80,17.10
20.06.2018,Cherries,319,19.30
20.06.2018,Water,300,19.40
20.06.2018,Apple,205,20.25
20.06.2018,Water,300,20.55
20.06.2018,Bread,61,21.30
20.06.2018,Cheese,52,21.30
20.06.2018,Milk,100,21.30
20.06.2018,Dried apricots,24,23.00
20.06.2018,Pumpkin seeds,20,23.00
21.06.2018,Curd,130,0.30
21.06.2018,Water,300,8.15
21.06.2018,Water,300,8.55
21.06.2018,Oatmeal,200,10.40
21.06.2018,Fruit tea,300,10.40
21.06.2018,Ice cream,50,13.00
21.06.2018,Water,300,13.00
21.06.2018,Bread,43,13.00
21.06.2018,Bread,31,13.20
21.06.2018,Chocolate/candy,13,13.20
21.06.2018,Latte,250,13.40
21.06.2018,Marshmallow,15,13.40
21.06.2018,Cookie,15,13.40
21.06.2018,Water,300,15.30
21.06.2018,Water,300,16.30
21.06.2018,Gym,1,16.30
21.06.2018,Meat with vegetables,250,17.30
21.06.2018,Fruit tea,250,17.30
21.06.2018,Ice cream,70,18.15
21.06.2018,Water,300,19.30
21.06.2018,Water,300,20.30
21.06.2018,Fried potato,99,21.30
21.06.2018,Sausage,48,21.30
21.06.2018,Bread,42,21.30
21.06.2018,Water,250,21.30
21.06.2018,Peanuts / Almond Nuts,15,23.20
22.06.2018,Curd,90,0.20
22.06.2018,Water,300,7.55
22.06.2018,Water,300,9.45
22.06.2018,Oatmeal,203,10.50
22.06.2018,Fruit tea,300,10.50
22.06.2018,Water,300,14.35
22.06.2018,Apple,226,14.50
22.06.2018,The vinaigrette,100,16.10
22.06.2018,Soup,200,16.10
22.06.2018,Fish cutlet,60,16.10
22.06.2018,Rice,75,16.10
22.06.2018,Mors,200,16.10
22.06.2018,Ice cream,70,16.40
22.06.2018,Water,300,17.30
22.06.2018,Apricots / peaches / nectarines,127,18.40
22.06.2018,Water,300,20.10
22.06.2018,Fried potato,135,20.25
22.06.2018,Bread,100,20.25
22.06.2018,Brownie,28,20.25
22.06.2018,Red wine,50,22.00
22.06.2018,White wine,350,22.00
22.06.2018,Peanuts / Almond Nuts,40,22.00
22.06.2018,Cheese,40,22.00
22.06.2018,Water,300,23.30
23.06.2018,Curd,130,0.35
23.06.2018,Water,300,8.00
23.06.2018,Water,300,10.10
23.06.2018,Cheesecakes,120,11.30
23.06.2018,Chocolate/candy,13,11.30
23.06.2018,Sour cream,35,11.30
23.06.2018,Black tea,300,11.30
23.06.2018,Water,300,13.50
23.06.2018,Vegetable salad,100,16.20
23.06.2018,Meat,100,16.20
23.06.2018,Buckwheat,100,16.20
23.06.2018,Latte,200,16.20
23.06.2018,Water,300,17.35
23.06.2018,Cherries,260,18.15
23.06.2018,Water,300,19.00
23.06.2018,Fried potato,108,20.45
23.06.2018,Meat,38,20.45
23.06.2018,Apple,190,22.00
23.06.2018,White wine,330,22.00
23.06.2018,White wine,330,22.45
23.06.2018,Peanuts / Almond Nuts,10,22.50
23.06.2018,Water,300,23.00
24.06.2018,Curd,130,0.35
24.06.2018,Water,300,8.45
24.06.2018,Water,300,9.55
24.06.2018,Pizza,234,11.40
24.06.2018,Orange juice,200,11.40
24.06.2018,Black tea,200,11.40
24.06.2018,Mineral water (Esentuki 4),250,13.20
24.06.2018,Water,250,15.00
24.06.2018,Water,250,16.00
24.06.2018,Gym,1,16.00
24.06.2018,Pizza,172,16.45
24.06.2018,Water,250,16.45
24.06.2018,Chocolate/candy,10,16.45
24.06.2018,Apple,234,18.20
24.06.2018,Water,300,18.20
24.06.2018,Cookie,15,18.30
24.06.2018,Dumplings with potatoes,211,18.45
24.06.2018,Sausage,23,18.45
24.06.2018,Bread,13,18.45
24.06.2018,Water,300,20.55
24.06.2018,Eggplant with cheese,120,22.35
24.06.2018,Cookie,15,22.35
25.06.2018,Curd,130,0.20
25.06.2018,Water,300,7.55
25.06.2018,Water,300,9.15
25.06.2018,Oatmeal,201,10.20
25.06.2018,Fruit tea,250,10.20
25.06.2018,Water,300,15.00
25.06.2018,Cherries,324,16.00
25.06.2018,Water,300,17.30
25.06.2018,Water,300,19.45
25.06.2018,Apple,195,20.30
25.06.2018,Bread,50,21.25
25.06.2018,Eggplant with cheese,80,21.25
25.06.2018,Halva,19,21.25
25.06.2018,Cookie,12,21.25
25.06.2018,Fruit tea,250,21.25
25.06.2018,Pumpkin seeds,20,23.00
25.06.2018,Dried apricots,29,23.00
25.06.2018,Curd,130,23.59
26.06.2018,Water,300,7.30
26.06.2018,Water,300,9.30
26.06.2018,Oatmeal,201,11.35
26.06.2018,Fruit tea,300,11.35
26.06.2018,Mineral water (Esentuki 4),250,12.30
26.06.2018,Cherries,150,13.00
26.06.2018,Water,250,14.35
26.06.2018,Vegetable salad,120,15.30
26.06.2018,Fish,100,15.30
26.06.2018,Fried vegetables,120,15.30
26.06.2018,Mors,250,15.30
26.06.2018,Water,250,16.10
26.06.2018,Water,300,16.55
26.06.2018,Chicken,150,21.30
26.06.2018,Cheese,50,21.30
26.06.2018,Vegetable salad,100,21.30
26.06.2018,Red wine,375,21.30
26.06.2018,White wine,100,21.30
26.06.2018,Ice cream,60,21.45
26.06.2018,Water,300,23.20
27.06.2018,Water,300,7.20
27.06.2018,Water,300,10.35
27.06.2018,Scrambled eggs,112,11.30
27.06.2018,Black tea,300,11.30
27.06.2018,Bread,40,11.30
27.06.2018,Water,200,14.00
27.06.2018,Water,200,16.00
27.06.2018,Soup,250,18.15
27.06.2018,Noodles wok,250,18.15
27.06.2018,Mors,300,18.15
27.06.2018,Water,200,21.00
27.06.2018,Water,300,21.50
27.06.2018,Pumpkin seeds,20,23.10
27.06.2018,Dried apricots,28,23.10
27.06.2018,Cherries,120,23.40
27.06.2018,Chocolate/candy,10,23.40
27.06.2018,Curd,130,23.59
27.06.2018,Cookie,10,23.59
28.06.2018,Water,300,7.10
28.06.2018,Water,300,9.05
28.06.2018,Oatmeal,201,10.50
28.06.2018,Fruit tea,300,10.50
28.06.2018,Bread,33,12.50
28.06.2018,Water,300,12.50
28.06.2018,Bread,25,13.20
28.06.2018,Dried apricots,23,13.35
28.06.2018,Water,250,16.00
28.06.2018,Water,250,17.00
28.06.2018,Gym,1,17.00
28.06.2018,Water,300,17.45
28.06.2018,Chocolate/candy,10,17.45
28.06.2018,Cherries,205,18.00
28.06.2018,Water,300,18.55
28.06.2018,Dumplings with potatoes,214,20.00
28.06.2018,Water,300,20.00
28.06.2018,Apple,224,21.00
28.06.2018,Peanuts / Almond Nuts,10,21.00
28.06.2018,Dumplings with potatoes,42,22.40
28.06.2018,Bread,22,22.40
28.06.2018,Water,250,22.40
28.06.2018,Peanuts / Almond Nuts,10,23.35
28.06.2018,Curd,130,23.59
29.06.2018,Water,300,8.30
29.06.2018,Water,300,9.30
29.06.2018,Oatmeal,201,10.30
29.06.2018,Fruit tea,300,10.30
29.06.2018,Mineral water (Esentuki 4),250,11.50
29.06.2018,Latte,325,13.10
29.06.2018,Water,250,14.00
29.06.2018,Peanuts / Almond Nuts,10,15.50
29.06.2018,Water,300,16.00
29.06.2018,Apple,195,17.00
29.06.2018,Water,300,18.45
29.06.2018,Vegetable salad,130,21.00
29.06.2018,Fish,131,21.00
29.06.2018,Mashed potatoes,129,21.00
29.06.2018,Sauce,25,21.00
29.06.2018,Red wine,375,21.00
29.06.2018,Bread,75,21.00
29.06.2018,Red caviar,25,21.00
29.06.2018,Brownie,100,21.00
29.06.2018,Chocolate/candy,30,21.00
29.06.2018,Water,250,22.35
30.06.2018,Water,300,9.00
30.06.2018,Water,300,10.05
30.06.2018,Fish,47,11.10
30.06.2018,Mashed potatoes,99,11.10
30.06.2018,Brownie,37,11.10
30.06.2018,Black tea,300,11.10
30.06.2018,Water,250,13.30
30.06.2018,Soup,250,15.00
30.06.2018,Vegetable salad,100,15.00
30.06.2018,Latte,350,15.30
30.06.2018,Water,300,16.55
30.06.2018,Water,300,18.25
30.06.2018,Peanuts / Almond Nuts,40,22.00
30.06.2018,Apple,150,22.00
30.06.2018,Cheese,60,22.00
30.06.2018,White wine,375,22.00
30.06.2018,Water,300,21.25
01.07.2018,Water,250,0.50
01.07.2018,Water,300,8.00
01.07.2018,Water,300,9.20
01.07.2018,Water,300,10.40
01.07.2018,Restaurant,1,17.00
01.07.2018,Water,300,18.40
01.07.2018,Water,300,20.50
01.07.2018,Water,300,22.25
02.07.2018,Ice cream,70,0.30
02.07.2018,Fruit tea,250,0.40
02.07.2018,Brownie,60,0.40
02.07.2018,Pizza,20,0.40
02.07.2018,Water,300,7.00
02.07.2018,Oatmeal,200,9.30
02.07.2018,Fruit tea,300,9.30
02.07.2018,Water,300,11.30
02.07.2018,Water,300,12.30
02.07.2018,Cherries,261,13.15
02.07.2018,Water,300,14.00
02.07.2018,Apple,198,15.00
02.07.2018,Sausage,10,15.20
02.07.2018,Cherries,120,17.20
02.07.2018,Water,300,17.20
02.07.2018,Fruit tea,300,18.10
02.07.2018,Patty with curd,80,18.10
02.07.2018,Brownie,40,18.10
02.07.2018,Cheese,46,18.10
02.07.2018,Water,300,19.40
02.07.2018,Water,300,21.50
02.07.2018,Cheese,11,21.50
02.07.2018,Sausage,101,22.40
02.07.2018,Bread,25,22.40
02.07.2018,Curd,130,23.59
03.07.2018,Water,300,7.20
03.07.2018,Water,300,9.00
03.07.2018,Oatmeal,201,11.00
03.07.2018,Fruit tea,300,11.00
03.07.2018,Mineral water (Esentuki 4),250,12.10
03.07.2018,Latte,250,13.10
03.07.2018,Brownie,30,13.10
03.07.2018,Halva,26,13.10
03.07.2018,Cookie,10,13.10
03.07.2018,Water,300,15.00
03.07.2018,Water,300,16.00
03.07.2018,Gym,1,16.00
03.07.2018,Meat with vegetables,300,16.25
03.07.2018,Latte,250,16.40
03.07.2018,Water,300,18.40
03.07.2018,Water,300,20.00
03.07.2018,Dried apricots,29,20.00
03.07.2018,Water,300,20.50
03.07.2018,Water,300,22.10
03.07.2018,Curd,130,23.59
04.07.2018,Water,300,8.45
04.07.2018,Scrambled eggs,174,10.00
04.07.2018,Fruit tea,300,10.00
04.07.2018,Water,300,13.00
04.07.2018,Water,300,15.00
04.07.2018,Pizza,278,17.25
04.07.2018,Fruit tea,250,17.25
04.07.2018,Ice cream,80,17.25
04.07.2018,Cherries,353,17.40
04.07.2018,Apricots / peaches / nectarines,120,17.00
04.07.2018,Water,300,19.35
04.07.2018,Water,300,20.25
04.07.2018,Cherries,120,20.25
04.07.2018,Water,300,21.40
04.07.2018,Pumpkin seeds,20,21.40
04.07.2018,Dried apricots,32,22.30
04.07.2018,Curd,130,23.59
05.07.2018,Water,300,7.15
05.07.2018,Water,300,8.40
05.07.2018,Oatmeal,199,10.40
05.07.2018,Fruit tea,300,10.40
05.07.2018,Bread,50,12.50
05.07.2018,Ice cream,80,12.50
05.07.2018,Apricots / peaches / nectarines,57,12.55
05.07.2018,Water,300,13.20
05.07.2018,Peanuts / Almond Nuts,10,13.20
05.07.2018,Water,250,15.00
05.07.2018,Water,250,16.00
05.07.2018,Gym,1,16.00
05.07.2018,Water,300,16.55
05.07.2018,Ice cream,80,17.05
05.07.2018,Peanuts / Almond Nuts,10,17.05
05.07.2018,Stewed potatoes,177,18.00
05.07.2018,Meat,20,18.00
05.07.2018,Brownie,56,18.00
05.07.2018,Fruit tea,250,18.00
05.07.2018,Water,300,18.55
05.07.2018,Water,300,21.30
05.07.2018,Bread,25,22.20
05.07.2018,Brownie,51,22.20
05.07.2018,Apricots / peaches / nectarines,100,22.20
05.07.2018,Curd,130,23.59
06.07.2018,Water,300,6.55
06.07.2018,Water,300,9.20
06.07.2018,Oatmeal,204,10.40
06.07.2018,Fruit tea,300,10.40
06.07.2018,Water,300,14.30
06.07.2018,Bread,50,14.40
06.07.2018,Cheese,40,14.40
06.07.2018,Apricots / peaches / nectarines,80,14.40
06.07.2018,Noodles wok,250,17.40
06.07.2018,Fruit tea,350,17.40
06.07.2018,Brownie,80,17.40
06.07.2018,Water,300,18.40
06.07.2018,Water,300,20.05
06.07.2018,Apple,188,20.10
06.07.2018,Fried potato,125,22.00
06.07.2018,Cheese,20,22.00
06.07.2018,Red wine,375,22.30
06.07.2018,Water,300,23.45
06.07.2018,Mineral water (Esentuki 4),250,23.25
07.07.2018,Water,300,5.45
07.07.2018,Curd,130,6.00
07.07.2018,Water,300,8.10
07.07.2018,Water,250,8.45
07.07.2018,Lemon water,300,10.10
07.07.2018,Fried potato,89,11.00
07.07.2018,Sausage,38,11.00
07.07.2018,Water,300,13.00
07.07.2018,Meat cutlet,100,17.00
07.07.2018,Boiled potatoes,60,17.00
07.07.2018,Latte,250,17.00
07.07.2018,Brownie,60,17.00
07.07.2018,Water,300,20.30
07.07.2018,Chicken cutlet,98,22.00
07.07.2018,Apple,160,22.00
07.07.2018,Cookie,40,22.00
07.07.2018,Water,300,23.59
08.07.2018,Water,300,7.40
08.07.2018,Water,300,9.20
08.07.2018,Water,250,10.40
08.07.2018,Pizza,231,13.00
08.07.2018,Brownie,40,13.00
08.07.2018,Cookie,10,13.00
08.07.2018,Orange juice,200,13.00
08.07.2018,Fruit tea,200,13.00
08.07.2018,Water,250,14.40
08.07.2018,Water,300,15.20
08.07.2018,Water,250,17.00
08.07.2018,Mineral water (Esentuki 4),25,17.30
08.07.2018,Apricots / peaches / nectarines,85,17.30
08.07.2018,Pizza,130,17.30
08.07.2018,Apple,190,19.25
08.07.2018,Water,250,19.30
08.07.2018,Dumplings with potatoes,209,18.50
08.07.2018,Fruit tea,250,18.50
08.07.2018,Bun,45,18.50
08.07.2018,Cherries,180,21.30
08.07.2018,Cheese,42,23.55
08.07.2018,Curd,130,23.55
09.07.2018,Water,300,7.10
09.07.2018,Water,300,10.00
09.07.2018,Oatmeal,210,11.40
09.07.2018,Fruit tea,300,11.40
09.07.2018,Water,300,13.40
09.07.2018,Water,250,14.25
09.07.2018,Soup,300,16.00
09.07.2018,Fish cutlet,80,16.00
09.07.2018,The vinaigrette,100,16.00
09.07.2018,Bread,50,16.00
09.07.2018,Mors,200,16.00
09.07.2018,Apple,189,16.25
09.07.2018,Water,300,17.40
09.07.2018,Bread,32,17.50
09.07.2018,Ice cream,105,18.00
09.07.2018,Water,300,19.00
09.07.2018,Fried potato,115,19.50
09.07.2018,Meat,30,19.50
09.07.2018,Milk,200,19.50
09.07.2018,Bread,25,19.50
09.07.2018,Water,300,21.10
09.07.2018,Cheese,43,23.35
09.07.2018,Sausage,35,23.35
09.07.2018,Halva,28,23.35
09.07.2018,Milk,160,23.59
10.07.2018,Water,300,7.05
10.07.2018,Water,300,8.10
10.07.2018,Water,250,8.55
10.07.2018,Oatmeal,204,11.15
10.07.2018,Fruit tea,250,11.15
10.07.2018,Cookie,18,11.15
10.07.2018,Mineral water (Esentuki 4),250,12.40
10.07.2018,Latte,250,13.50
10.07.2018,Brownie,30,13.50
10.07.2018,Water,300,15.00
10.07.2018,Water,300,16.20
10.07.2018,Gym,1,16.20
10.07.2018,Water,250,16.50
10.07.2018,Bread,45,17.00
10.07.2018,Fried potato,140,17.30
10.07.2018,Meat,32,17.30
10.07.2018,Cheese,40,17.30
10.07.2018,Halva,28,17.30
10.07.2018,Fruit tea,250,17.30
10.07.2018,Vegetable salad,50,17.30
10.07.2018,Water,300,19.00
10.07.2018,Apple,219,19.50
10.07.2018,Water,300,20.20
10.07.2018,Water,250,22.05
10.07.2018,Peanuts / Almond Nuts,8,22.15
10.07.2018,Pumpkin seeds,20,22.15
10.07.2018,Curd,130,22.15
10.07.2018,Cookie,12,22.15
10.07.2018,Dried apricots,30,22.15
10.07.2018,Milk,57,23.59
11.07.2018,Water,300,7.35
11.07.2018,Water,300,9.35
11.07.2018,Water,250,13.00
11.07.2018,Oatmeal,204,10.00
11.07.2018,Fruit tea,250,10.00
11.07.2018,Water,250,15.40
11.07.2018,Water,300,17.20
11.07.2018,Ice cream,80,17.30
11.07.2018,Bread,120,17.40
11.07.2018,Cod liver,93,17.40
11.07.2018,Plum,110,18.00
11.07.2018,Cherries,300,18.35
11.07.2018,Water,300,18.50
11.07.2018,Plum,55,21.00
11.07.2018,Patty with curd,135,21.15
11.07.2018,Pumpkin seeds,20,21.15
11.07.2018,Fruit tea,300,21.15
12.07.2018,Water,300,7.30
12.07.2018,Water,300,9.10
12.07.2018,Scrambled eggs,101,9.40
12.07.2018,Fruit tea,250,9.40
12.07.2018,Water,200,10.30
12.07.2018,Water,200,11.00
12.07.2018,Water,250,11.50
12.07.2018,Cherries,225,13.15
12.07.2018,Mineral water (Esentuki 4),250,13.20
12.07.2018,Apricots / peaches / nectarines,100,13.30
12.07.2018,Water,250,15.00
12.07.2018,Gym,1,17.00
12.07.2018,Water,250,17.00
12.07.2018,Water,300,17.30
12.07.2018,Ice cream,70,17.50
12.07.2018,Water,300,18.45
12.07.2018,Dumplings with potatoes,214,20.00
12.07.2018,Fruit tea,370,20.00
12.07.2018,Brownie,52,20.00
12.07.2018,Water,250,22.30
12.07.2018,Dried apricots,20,22.30
12.07.2018,Pumpkin seeds,20,23.40
12.07.2018,Cheese,44,23.40
12.07.2018,Cookie,12,23.40
12.07.2018,Curd,130,23.59
13.07.2018,Water,300,7.20
13.07.2018,Water,300,9.20
13.07.2018,Oatmeal,203,10.00
13.07.2018,Fruit tea,250,10.00
13.07.2018,Water,300,12.20
13.07.2018,Apricots / peaches / nectarines,68,13.55
13.07.2018,Plum,50,13.05
13.07.2018,Apricots / peaches / nectarines,47,13.10
13.07.2018,Water,300,13.55
13.07.2018,Apricots / peaches / nectarines,48,14.40
13.07.2018,Vegetable salad,100,15.30
13.07.2018,Meat cutlet,80,15.30
13.07.2018,Buckwheat,100,15.30
13.07.2018,Latte,250,15.30
13.07.2018,Ice cream,80,15.45
13.07.2018,Plum,25,16.15
13.07.2018,Water,300,17.20
13.07.2018,Mineral water (Esentuki 4),250,18.25
13.07.2018,Chocolate/candy,16,19.40
13.07.2018,Fried potato,118,20.45
13.07.2018,Sausage,17,20.45
13.07.2018,Bread,40,20.45
13.07.2018,Milk,250,20.45
13.07.2018,Cheese,80,22.00
13.07.2018,Apple,120,22.00
13.07.2018,Sausage,30,22.00
13.07.2018,Red wine,375,22.20
14.07.2018,Water,250,0.40
14.07.2018,Water,300,9.45
14.07.2018,Pizza,189,11.50
14.07.2018,Fruit tea,300,11.50
14.07.2018,Chocolate/candy,10,12.10
14.07.2018,Meat,300,19.00
14.07.2018,Bread,50,19.00
14.07.2018,Vegetable salad,150,19.00
14.07.2018,Red wine,750,19.00
15.07.2018,Black tea,250,10.00
15.07.2018,Chocolate/candy,25,10.00
15.07.2018,Scrambled eggs,100,15.00
15.07.2018,Bread,30,15.00
15.07.2018,Black tea,250,15.00
15.07.2018,Latte,400,17.30
15.07.2018,Cookie,80,17.30
15.07.2018,Ice cream,70,17.30
15.07.2018,Water,300,19.10
15.07.2018,Apricots / peaches / nectarines,98,19.20
15.07.2018,Water,300,20.00
15.07.2018,Apricots / peaches / nectarines,60,20.40
15.07.2018,Vegetable salad,105,20.40
15.07.2018,Sausage,140,21.20
15.07.2018,Bread,60,21.20
15.07.2018,Vegetable salad,60,21.20
15.07.2018,Cookie,8,21.30
15.07.2018,Water,300,22.00
16.07.2018,Curd,130,0.30
16.07.2018,Water,300,7.05
16.07.2018,Oatmeal,200,10.30
16.07.2018,Fruit tea,300,10.30
16.07.2018,Water,300,11.40
16.07.2018,Water,300,12.40
16.07.2018,Apricots / peaches / nectarines,80,12.40
16.07.2018,Chocolate/candy,10,12.40
16.07.2018,Water,250,13.40
16.07.2018,Apricots / peaches / nectarines,67,13.40
16.07.2018,Vegetable salad,113,14.45
16.07.2018,Water,250,14.50
16.07.2018,Dumplings with potatoes,220,16.30
16.07.2018,Mors,250,16.30
16.07.2018,Water,250,17.15
16.07.2018,Water,250,18.40
16.07.2018,Pumpkin seeds,20,19.05
16.07.2018,Cheese,38,19.05
16.07.2018,Water,250,19.50
16.07.2018,Apple,155,21.10
16.07.2018,Water,250,21.10
16.07.2018,Fried potato,90,22.10
16.07.2018,Sausage,25,22.10
16.07.2018,Fruit tea,250,22.10
16.07.2018,Bread,25,22.10
17.07.2018,Water,300,8.10
17.07.2018,Water,300,9.40
17.07.2018,Oatmeal,200,10.10
17.07.2018,Fruit tea,250,10.10
17.07.2018,Water,300,12.20
17.07.2018,Apricots / peaches / nectarines,76,13.25
17.07.2018,Latte,300,13.40
17.07.2018,Brownie,54,13.40
17.07.2018,Cookie,18,13.40
17.07.2018,Water,300,14.50
17.07.2018,Water,300,16.00
17.07.2018,Meat with vegetables,250,16.45
17.07.2018,Latte,250,17.10
17.07.2018,Cookie,30,17.10
17.07.2018,Water,300,18.15
17.07.2018,Water,300,19.30
17.07.2018,Apple,138,19.30
17.07.2018,Water,300,20.40
17.07.2018,Sausage,74,21.45
17.07.2018,Cheese,35,21.45
17.07.2018,Bread,50,21.45
17.07.2018,Chocolate/candy,10,21.45
17.07.2018,Fruit tea,250,21.45
17.07.2018,Cookie,12,21.45
17.07.2018,Curd,130,23.59
18.07.2018,Water,300,7.05
18.07.2018,Water,300,9.30
18.07.2018,Oatmeal,201,10.30
18.07.2018,Fruit tea,250,10.30
18.07.2018,Cookie,10,10.30
18.07.2018,Water,200,13.00
18.07.2018,Water,200,15.00
18.07.2018,Water,300,17.20
18.07.2018,Bread,65,17.20
18.07.2018,Eggplant with cheese,82,17.30
18.07.2018,Bread,43,17.30
18.07.2018,Milk,450,17.30
18.07.2018,Cookie,5,17.30
18.07.2018,Patty with curd,128,17.30
18.07.2018,Water,300,18.50
18.07.2018,Cherries,519,20.00
18.07.2018,Fried potato,75,22.40
18.07.2018,Meat,45,22.40
19.07.2018,Water,300,7.50
19.07.2018,Water,300,9.40
19.07.2018,Oatmeal,200,10.35
19.07.2018,Fruit tea,250,10.35
19.07.2018,Cookie,36,12.30
19.07.2018,Bread,38,12.30
19.07.2018,Water,300,12.40
19.07.2018,Apple pie,79,13.50
19.07.2018,Cookie,26,13.50
19.07.2018,Latte,300,13.50
19.07.2018,Water,300,15.40
19.07.2018,Water,300,16.30
19.07.2018,Gym,1,16.30
